epoch,train_loss,eval_loss,eval_top1,eval_top5
0,2.2667311900701277,1.9455703125,30.96,85.9
1,2.1478554695080487,1.71366875,41.34,88.87
2,2.0888363135166657,1.5315015625,47.46,92.27
3,2.0478745680588943,1.4780328125,49.84,93.5
4,2.0159585096897223,1.3644625,54.56,94.04
5,1.9814030390519362,1.300859375,56.77,94.74
6,1.9334366780060988,1.2176859375,60.13,95.47
7,1.9031794590827746,1.1683765625,61.96,96.17
8,1.8878958665407621,1.1202640625,64.67,96.4
9,1.8403512875239054,1.06319140625,66.99,96.98
